Store,Date,Temp_Fahrenheit,Fuel_Price_$,Consumer_Price_Index_CPI,Unemployment_Pct,Size_Sq_ft
38,08/13/2010,87.01,3.159,126.064,14.18,39690
25,08/13/2010,72.73,2.805,204.853,7.527,128107
15,08/13/2010,72.17,2.923,132.63,8.099,123737
10,08/13/2010,88.37,3.049,126.064,9.199,126512
29,08/13/2010,74.75,2.81,132.63,10.409,93638
11,08/13/2010,87.73,2.692,214.973,7.346,207499
35,08/13/2010,77.36,2.805,136.493,8.861,103681
21,08/13/2010,89.65,2.692,211.295,8.099,140167
31,08/13/2010,89.65,2.692,211.295,8.099,203750
19,08/13/2010,72.71,2.923,132.63,8.099,203819
32,08/13/2010,74.97,2.723,190.261,9.017,203007
22,08/13/2010,74.75,2.81,136.493,8.433,119557
27,08/13/2010,77.36,2.923,136.493,7.982,204184
3,08/13/2010,86.74,2.692,214.973,7.346,37392
45,08/13/2010,78.44,2.805,182.623,8.743,118221
24,08/13/2010,74.17,2.923,132.63,8.117,203819
34,08/13/2010,76.72,2.698,126.064,9.816,158114
44,08/13/2010,74.93,2.837,126.064,7.804,39910
13,08/13/2010,74.93,2.837,126.064,7.951,219622
23,08/13/2010,67.43,2.81,132.63,5.326,114533
30,08/13/2010,89.65,2.692,211.295,8.099,42988
12,08/13/2010,87.01,3.159,126.064,14.18,112238
26,08/13/2010,61.58,2.81,132.63,8.445,152513
36,08/13/2010,86.06,2.644,210.394,8.36,39910
18,08/13/2010,74.19,2.81,132.63,9.342,120653
33,08/13/2010,95.57,3.049,126.064,9.495,39690
1,08/13/2010,87.0,2.692,211.639,7.787,151315
37,08/13/2010,86.06,2.692,210.394,8.36,39910
16,08/13/2010,63.91,2.723,190.261,6.868,57197
5,08/13/2010,87.41,2.692,212.198,6.496,34875
7,08/13/2010,60.13,2.723,190.261,9.017,70713
8,08/13/2010,80.11,2.692,215.02,6.315,155078
40,08/13/2010,67.47,2.81,132.63,5.326,155083
6,08/13/2010,86.83,2.692,213.168,6.973,202505
42,08/13/2010,88.37,3.049,126.064,9.199,39690
39,08/13/2010,85.66,2.692,210.394,8.36,184109
43,08/13/2010,86.31,2.692,203.538,9.816,41062
9,08/13/2010,86.85,2.692,215.204,6.442,125833
41,08/13/2010,70.24,2.723,190.261,7.335,196321
18,08/20/2010,71.76,2.796,132.662,9.342,120653
36,08/20/2010,85.54,2.604,210.362,8.36,39910
42,08/20/2010,89.88,3.041,126.077,9.199,39690
37,08/20/2010,85.54,2.664,210.362,8.36,39910
43,08/20/2010,85.26,2.664,203.509,9.816,41062
38,08/20/2010,92.81,3.041,126.077,14.18,39690
30,08/20/2010,89.58,2.664,211.26,8.099,42988
4,08/20/2010,78.83,2.671,126.077,7.372,205863
14,08/20/2010,76.01,2.779,182.617,8.743,200898
24,08/20/2010,72.17,2.913,132.662,8.117,203819
22,08/20/2010,73.21,2.796,136.525,8.433,119557
1,08/20/2010,86.65,2.664,211.603,7.787,151315
26,08/20/2010,62.68,2.796,132.662,8.445,152513
31,08/20/2010,89.58,2.664,211.26,8.099,203750
40,08/20/2010,67.05,2.796,132.662,5.326,155083
27,08/20/2010,75.16,2.913,136.525,7.982,204184
17,08/20/2010,67.04,2.85,126.077,6.697,93188
13,08/20/2010,76.34,2.85,126.077,7.951,219622
29,08/20/2010,73.21,2.796,132.662,10.409,93638
32,08/20/2010,71.46,2.732,190.295,9.017,203007
23,08/20/2010,68.65,2.796,132.662,5.326,114533
7,08/20/2010,59.59,2.732,190.295,9.017,70713
19,08/20/2010,72.22,2.913,132.662,8.099,203819
16,08/20/2010,63.59,2.732,190.295,6.868,57197
12,08/20/2010,92.81,3.041,126.077,14.18,112238
33,08/20/2010,96.46,3.041,126.077,9.495,39690
2,08/20/2010,88.7,2.664,211.26,8.099,202307
21,08/20/2010,89.58,2.664,211.26,8.099,140167
9,08/20/2010,86.3,2.664,215.162,6.442,125833
44,08/20/2010,76.34,2.85,126.077,7.804,39910
8,08/20/2010,79.36,2.664,214.978,6.315,155078
34,08/20/2010,76.45,2.671,126.077,9.816,158114
6,08/20/2010,87.36,2.664,213.129,6.973,202505
41,08/20/2010,66.19,2.732,190.295,7.335,196321
15,08/20/2010,71.1,2.913,132.662,8.099,123737
45,08/20/2010,76.01,2.779,182.617,8.743,118221
10,08/20/2010,89.88,3.041,126.077,9.199,126512
11,08/20/2010,88.93,2.664,214.931,7.346,207499
5,08/20/2010,87.71,2.664,212.161,6.496,34875
39,08/20/2010,85.73,2.664,210.362,8.36,184109
35,08/20/2010,75.16,2.779,136.525,8.861,103681
3,08/20/2010,88.02,2.664,214.931,7.346,37392
28,08/20/2010,92.81,3.041,126.077,14.18,206302
25,08/20/2010,71.81,2.779,204.822,7.527,128107
20,08/20/2010,75.34,2.779,204.822,7.527,203742
33,08/27/2010,94.0,3.022,126.089,9.495,39690
42,08/27/2010,84.99,3.022,126.089,9.199,39690
26,08/27/2010,57.23,2.77,132.693,8.445,152513
44,08/27/2010,75.31,2.854,126.089,7.804,39910
35,08/27/2010,70.31,2.755,136.557,8.861,103681
10,08/27/2010,84.99,3.022,126.089,9.199,126512
9,08/27/2010,84.01,2.619,215.12,6.442,125833
17,08/27/2010,65.03,2.854,126.089,6.697,93188
18,08/27/2010,67.05,2.77,132.693,9.342,120653
32,08/27/2010,74.95,2.731,190.328,9.017,203007
45,08/27/2010,71.36,2.755,182.61,8.743,118221
20,08/27/2010,70.51,2.755,204.79,7.527,203742
41,08/27/2010,70.59,2.731,190.328,7.335,196321
21,08/27/2010,86.2,2.619,211.224,8.099,140167
6,08/27/2010,85.71,2.619,213.091,6.973,202505
2,08/27/2010,87.12,2.619,211.224,8.099,202307
12,08/27/2010,93.19,3.129,126.089,14.18,112238
36,08/27/2010,84.62,2.562,210.329,8.36,39910
11,08/27/2010,87.7,2.619,214.89,7.346,207499
16,08/27/2010,65.66,2.731,190.328,6.868,57197
39,08/27/2010,84.31,2.619,210.329,8.36,184109
19,08/27/2010,66.4,2.885,132.693,8.099,203819
30,08/27/2010,86.2,2.619,211.224,8.099,42988
37,08/27/2010,84.62,2.619,210.329,8.36,39910
43,08/27/2010,80.32,2.619,203.48,9.816,41062
22,08/27/2010,68.99,2.77,136.557,8.433,119557
7,08/27/2010,57.57,2.731,190.328,9.017,70713
31,08/27/2010,86.2,2.619,211.224,8.099,203750
27,08/27/2010,70.31,2.885,136.557,7.982,204184
23,08/27/2010,63.25,2.77,132.693,5.326,114533
28,08/27/2010,93.19,3.129,126.089,14.18,206302
4,08/27/2010,74.44,2.621,126.089,7.372,205863
13,08/27/2010,75.31,2.854,126.089,7.951,219622
29,08/27/2010,68.99,2.77,132.693,10.409,93638
24,08/27/2010,67.0,2.885,132.693,8.117,203819
1,08/27/2010,85.22,2.619,211.567,7.787,151315
8,08/27/2010,74.92,2.619,214.936,6.315,155078
3,08/27/2010,86.15,2.619,214.89,7.346,37392
14,08/27/2010,71.36,2.755,182.61,8.743,200898
34,08/27/2010,72.87,2.621,126.089,9.816,158114
25,08/27/2010,67.15,2.755,204.79,7.527,128107
15,08/27/2010,65.07,2.885,132.693,8.099,123737
38,08/27/2010,93.19,3.129,126.089,14.18,39690
5,08/27/2010,87.05,2.619,212.124,6.496,34875
40,08/27/2010,62.57,2.77,132.693,5.326,155083
22,09/04/2010,57.06,2.849,135.786,8.348,119557
7,09/04/2010,33.79,2.75,189.69,8.963,70713
40,09/04/2010,54.31,2.849,131.941,5.435,155083
13,09/04/2010,38.97,2.877,126.602,8.107,219622
24,09/04/2010,62.06,2.992,131.941,8.211,203819
27,09/04/2010,62.62,2.992,135.786,8.058,204184
42,09/04/2010,65.29,3.004,126.602,9.524,39690
17,09/04/2010,34.05,2.877,126.602,6.635,93188
3,09/04/2010,68.0,2.77,213.912,7.343,37392
15,09/04/2010,57.77,2.992,131.941,8.185,123737
14,09/04/2010,65.45,2.869,181.76,8.899,200898
32,09/04/2010,44.88,2.75,189.69,8.963,203007
5,09/04/2010,65.19,2.77,211.174,6.465,34875
4,09/04/2010,54.16,2.773,126.602,7.896,205863
23,09/04/2010,56.82,2.849,131.941,5.435,114533
31,09/04/2010,65.74,2.77,210.283,8.2,203750
36,09/04/2010,68.54,2.743,209.401,8.464,39910
29,09/04/2010,57.06,2.849,131.941,10.16,93638
1,09/04/2010,65.86,2.77,210.623,7.808,151315
20,09/04/2010,65.1,2.869,203.849,7.856,203742
2,09/04/2010,65.41,2.77,210.283,8.2,202307
37,09/04/2010,68.54,2.77,209.401,8.464,39910
21,09/04/2010,65.74,2.77,210.283,8.2,140167
12,09/04/2010,59.25,3.09,126.602,14.099,112238
25,09/04/2010,61.36,2.869,203.849,7.856,128107
30,09/04/2010,65.74,2.77,210.283,8.2,42988
8,09/04/2010,59.25,2.77,213.958,6.29,155078
34,09/04/2010,51.26,2.773,126.602,9.593,158114
6,09/04/2010,66.15,2.77,212.131,7.092,202505
41,09/04/2010,37.3,2.75,189.69,7.363,196321
19,09/04/2010,55.66,2.992,131.941,8.185,203819
28,09/04/2010,59.25,3.09,126.602,14.099,206302
11,09/04/2010,69.57,2.77,213.912,7.343,207499
39,09/04/2010,68.15,2.77,209.401,8.464,184109
45,09/04/2010,65.45,2.869,181.76,8.899,118221
38,09/04/2010,59.25,3.09,126.602,14.099,39690
44,09/04/2010,38.97,2.877,126.602,7.972,39910
16,09/04/2010,34.21,2.75,189.69,6.842,57197
18,09/04/2010,59.91,2.849,131.941,9.269,120653
9,09/04/2010,64.95,2.77,214.14,6.384,125833
10,09/04/2010,65.29,3.004,126.602,9.524,126512
26,09/04/2010,50.13,2.849,131.941,8.512,152513
43,09/04/2010,64.37,2.77,202.659,9.593,41062
35,09/04/2010,62.62,2.869,135.786,9.051,103681
33,09/04/2010,68.43,3.004,126.602,9.849,39690
37,09/07/2010,81.74,2.642,209.871,8.36,39910
41,09/07/2010,60.93,2.711,189.523,7.335,196321
9,09/07/2010,78.51,2.642,214.656,6.442,125833
23,09/07/2010,77.16,2.806,132.546,5.326,114533
43,09/07/2010,81.52,2.642,203.061,9.816,41062
6,09/07/2010,80.93,2.642,212.63,6.973,202505
31,09/07/2010,81.67,2.642,210.766,8.099,203750
13,09/07/2010,71.33,2.802,126.152,7.951,219622
25,09/07/2010,75.24,2.793,204.363,7.527,128107
17,09/07/2010,62.41,2.802,126.152,6.697,93188
30,09/07/2010,81.67,2.642,210.766,8.099,42988
4,09/07/2010,80.35,2.637,126.152,7.372,205863
35,09/07/2010,82.69,2.793,136.396,8.861,103681
27,09/07/2010,82.69,2.94,136.396,7.982,204184
1,09/07/2010,80.48,2.642,211.108,7.787,151315
39,09/07/2010,81.1,2.642,209.871,8.36,184109
11,09/07/2010,83.01,2.642,214.427,7.346,207499
3,09/07/2010,81.75,2.642,214.427,7.346,37392
33,09/07/2010,95.88,3.1,126.152,9.495,39690
28,09/07/2010,90.37,3.1,126.152,14.18,206302
36,09/07/2010,81.74,2.596,209.871,8.36,39910
10,09/07/2010,91.03,3.1,126.152,9.199,126512
32,09/07/2010,67.55,2.711,189.523,9.017,203007
26,09/07/2010,71.08,2.806,132.546,8.445,152513
29,09/07/2010,79.22,2.806,132.546,10.409,93638
45,09/07/2010,82.45,2.793,182.257,8.743,118221
8,09/07/2010,72.49,2.642,214.473,6.315,155078
7,09/07/2010,58.0,2.711,189.523,9.017,70713
16,09/07/2010,61.79,2.711,189.523,6.868,57197
40,09/07/2010,76.67,2.806,132.546,5.326,155083
18,09/07/2010,79.75,2.806,132.546,9.342,120653
44,09/07/2010,71.33,2.802,126.152,7.804,39910
20,09/07/2010,78.09,2.793,204.363,7.527,203742
34,09/07/2010,75.0,2.637,126.152,9.816,158114
22,09/07/2010,79.22,2.806,136.396,8.433,119557
5,09/07/2010,81.14,2.642,211.664,6.496,34875
24,09/07/2010,79.05,2.94,132.546,8.117,203819
2,09/07/2010,82.59,2.642,210.766,8.099,202307
12,09/07/2010,90.37,3.1,126.152,14.18,112238
21,09/07/2010,81.67,2.642,210.766,8.099,140167
38,09/07/2010,90.37,3.1,126.152,14.18,39690
14,09/07/2010,82.45,2.793,182.257,8.743,200898
15,09/07/2010,77.33,2.94,132.546,8.099,123737
42,09/07/2010,91.03,3.1,126.152,9.199,39690
19,09/07/2010,78.22,2.94,132.546,8.099,203819
14,09/17/2010,66.55,2.706,182.623,8.743,200898
24,09/17/2010,60.31,2.846,132.767,8.117,203819
8,09/17/2010,75.32,2.582,214.879,6.315,155078
37,09/17/2010,82.1,2.582,210.292,8.36,39910
18,09/17/2010,60.94,2.716,132.767,9.342,120653
26,09/17/2010,50.08,2.716,132.767,8.445,152513
9,09/17/2010,81.19,2.582,215.062,6.442,125833
20,09/17/2010,65.28,2.706,204.751,7.527,203742
45,09/17/2010,66.55,2.706,182.623,8.743,118221
36,09/17/2010,82.1,2.55,210.292,8.36,39910
29,09/17/2010,62.49,2.716,132.767,10.409,93638
33,09/17/2010,89.43,3.028,126.145,9.495,39690
41,09/17/2010,62.4,2.8,190.469,7.335,196321
5,09/17/2010,82.28,2.582,212.077,6.496,34875
6,09/17/2010,81.78,2.582,213.04,6.973,202505
15,09/17/2010,57.94,2.846,132.767,8.099,123737
34,09/17/2010,70.71,2.594,126.145,9.816,158114
3,09/17/2010,82.36,2.582,214.832,7.346,37392
12,09/17/2010,82.45,3.028,126.145,14.18,112238
2,09/17/2010,82.05,2.582,211.181,8.099,202307
39,09/17/2010,81.83,2.582,210.292,8.36,184109
19,09/17/2010,58.68,2.846,132.767,8.099,203819
11,09/17/2010,83.04,2.582,214.832,7.346,207499
28,09/17/2010,82.45,3.028,126.145,14.18,206302
25,09/17/2010,60.13,2.706,204.751,7.527,128107
21,09/17/2010,83.03,2.582,211.181,8.099,140167
44,09/17/2010,66.84,2.875,126.145,7.804,39910
30,09/17/2010,83.03,2.582,211.181,8.099,42988
4,09/17/2010,64.91,2.594,126.145,7.372,205863
32,09/17/2010,67.17,2.8,190.469,9.017,203007
23,09/17/2010,55.3,2.716,132.767,5.326,114533
35,09/17/2010,64.5,2.706,136.634,8.861,103681
13,09/17/2010,66.84,2.875,126.145,7.951,219622
42,09/17/2010,85.52,3.028,126.145,9.199,39690
10,09/17/2010,85.52,3.028,126.145,9.199,126512
17,09/17/2010,58.53,2.875,126.145,6.697,93188
1,09/17/2010,82.11,2.582,211.522,7.787,151315
38,09/17/2010,82.45,3.028,126.145,14.18,39690
27,09/17/2010,64.5,2.846,136.634,7.982,204184
7,09/17/2010,48.56,2.8,190.469,9.017,70713
31,09/17/2010,83.03,2.582,211.181,8.099,203750
40,09/17/2010,55.34,2.716,132.767,5.326,155083
16,09/17/2010,56.55,2.8,190.469,6.868,57197
22,09/17/2010,62.49,2.716,136.634,8.433,119557
43,09/17/2010,78.86,2.582,203.45,9.816,41062
36,09/24/2010,79.17,2.578,210.366,8.36,39910
28,09/24/2010,81.77,2.939,126.19,14.18,206302
10,09/24/2010,85.75,2.939,126.19,9.199,126512
22,09/24/2010,65.14,2.718,136.632,8.433,119557
19,09/24/2010,63.43,2.837,132.762,8.099,203819
2,09/24/2010,81.79,2.624,211.255,8.099,202307
34,09/24/2010,69.78,2.642,126.19,9.816,158114
24,09/24/2010,64.3,2.837,132.762,8.117,203819
12,09/24/2010,81.77,2.939,126.19,14.18,112238
13,09/24/2010,68.22,2.872,126.19,7.951,219622
44,09/24/2010,68.22,2.872,126.19,7.804,39910
39,09/24/2010,78.5,2.624,210.366,8.36,184109
1,09/24/2010,80.94,2.624,211.597,7.787,151315
4,09/24/2010,60.96,2.642,126.19,7.372,205863
18,09/24/2010,64.82,2.718,132.762,9.342,120653
3,09/24/2010,76.9,2.624,214.908,7.346,37392
21,09/24/2010,80.79,2.624,211.255,8.099,140167
40,09/24/2010,55.63,2.718,132.762,5.326,155083
5,09/24/2010,78.53,2.624,212.152,6.496,34875
6,09/24/2010,76.49,2.624,213.115,6.973,202505
23,09/24/2010,57.75,2.718,132.762,5.326,114533
15,09/24/2010,62.53,2.837,132.762,8.099,123737
41,09/24/2010,60.11,2.793,190.571,7.335,196321
32,09/24/2010,64.19,2.793,190.571,9.017,203007
29,09/24/2010,65.14,2.718,132.762,10.409,93638
45,09/24/2010,68.59,2.713,182.67,8.743,118221
16,09/24/2010,58.19,2.793,190.571,6.868,57197
33,09/24/2010,91.18,2.939,126.19,9.495,39690
8,09/24/2010,72.21,2.624,214.955,6.315,155078
43,09/24/2010,77.42,2.624,203.522,9.816,41062
11,09/24/2010,77.36,2.624,214.908,7.346,207499
14,09/24/2010,68.59,2.713,182.67,8.743,200898
25,09/24/2010,65.06,2.713,204.818,7.527,128107
7,09/24/2010,47.55,2.793,190.571,9.017,70713
35,09/24/2010,67.08,2.713,136.632,8.861,103681
20,09/24/2010,69.37,2.713,204.818,7.527,203742
38,09/24/2010,81.77,2.939,126.19,14.18,39690
30,09/24/2010,80.79,2.624,211.255,8.099,42988
31,09/24/2010,80.79,2.624,211.255,8.099,203750
17,09/24/2010,58.39,2.872,126.19,6.697,93188
9,09/24/2010,77.15,2.624,215.138,6.442,125833
27,09/24/2010,67.08,2.837,136.632,7.982,204184
26,09/24/2010,52.47,2.718,132.762,8.445,152513
37,09/24/2010,79.17,2.624,210.366,8.36,39910
42,09/24/2010,85.75,2.939,126.19,9.199,39690
16,10/09/2010,57.24,2.78,190.396,6.868,57197
44,10/09/2010,65.74,2.87,126.115,7.804,39910
15,10/09/2010,62.36,2.837,132.756,8.099,123737
6,10/09/2010,78.78,2.565,213.013,6.973,202505
35,10/09/2010,70.38,2.699,136.621,8.861,103681
36,10/09/2010,80.58,2.513,210.264,8.36,39910
26,10/09/2010,54.82,2.717,132.756,8.445,152513
24,10/09/2010,67.11,2.837,132.756,8.117,203819
29,10/09/2010,68.6,2.717,132.756,10.409,93638
14,10/09/2010,70.87,2.699,182.598,8.743,200898
1,10/09/2010,78.69,2.565,211.495,7.787,151315
33,10/09/2010,91.77,2.961,126.115,9.495,39690
38,10/09/2010,83.63,3.044,126.115,14.18,39690
23,10/09/2010,63.21,2.717,132.756,5.326,114533
5,10/09/2010,79.86,2.565,212.05,6.496,34875
41,10/09/2010,63.3,2.78,190.396,7.335,196321
32,10/09/2010,68.44,2.78,190.396,9.017,203007
31,10/09/2010,79.3,2.565,211.153,8.099,203750
8,10/09/2010,74.34,2.565,214.853,6.315,155078
21,10/09/2010,79.3,2.565,211.153,8.099,140167
10,10/09/2010,84.04,2.961,126.115,9.199,126512
7,10/09/2010,48.5,2.78,190.396,9.017,70713
28,10/09/2010,83.63,3.044,126.115,14.18,206302
25,10/09/2010,61.14,2.699,204.727,7.527,128107
17,10/09/2010,56.28,2.87,126.115,6.697,93188
11,10/09/2010,81.93,2.565,214.807,7.346,207499
45,10/09/2010,70.87,2.699,182.598,8.743,118221
27,10/09/2010,70.38,2.837,136.621,7.982,204184
39,10/09/2010,79.94,2.565,210.264,8.36,184109
19,10/09/2010,63.36,2.837,132.756,8.099,203819
20,10/09/2010,65.02,2.699,204.727,7.527,203742
30,10/09/2010,79.3,2.565,211.153,8.099,42988
22,10/09/2010,68.6,2.717,136.621,8.433,119557
43,10/09/2010,81.32,2.565,203.421,9.816,41062
18,10/09/2010,67.09,2.717,132.756,9.342,120653
13,10/09/2010,65.74,2.87,126.115,7.951,219622
9,10/09/2010,77.7,2.565,215.036,6.442,125833
3,10/09/2010,80.84,2.565,214.807,7.346,37392
12,10/09/2010,83.63,3.044,126.115,14.18,112238
40,10/09/2010,62.75,2.717,132.756,5.326,155083
4,10/09/2010,73.54,2.574,126.115,7.372,205863
2,10/09/2010,79.09,2.565,211.153,8.099,202307
34,10/09/2010,72.61,2.574,126.115,9.816,158114
37,10/09/2010,80.58,2.565,210.264,8.36,39910
42,10/09/2010,84.04,2.961,126.115,9.199,39690
20,10/12/2010,24.27,3.109,204.688,7.484,203742
41,10/12/2010,33.9,2.728,190.974,7.508,196321
44,10/12/2010,36.78,2.817,126.793,7.61,39910
33,10/12/2010,60.72,3.091,126.793,9.265,39690
15,10/12/2010,23.97,3.255,132.676,8.067,123737
16,10/12/2010,32.02,2.728,190.974,6.986,57197
18,10/12/2010,25.64,3.132,132.676,9.331,120653
30,10/12/2010,46.35,2.843,211.125,8.163,42988
2,10/12/2010,45.5,2.843,211.125,8.163,202307
31,10/12/2010,46.35,2.843,211.125,8.163,203750
17,10/12/2010,31.64,2.817,126.793,6.885,93188
35,10/12/2010,30.83,3.109,136.526,8.763,103681
40,10/12/2010,21.64,3.132,132.676,5.287,155083
36,10/12/2010,51.83,2.813,210.237,8.476,39910
14,10/12/2010,30.54,3.109,182.552,8.724,200898
7,10/12/2010,24.24,2.728,190.974,9.137,70713
19,10/12/2010,25.12,3.255,132.676,8.067,203819
8,10/12/2010,42.47,2.843,214.816,6.433,155078
13,10/12/2010,36.78,2.817,126.793,7.795,219622
29,10/12/2010,28.43,3.132,132.676,10.524,93638
39,10/12/2010,50.81,2.843,210.237,8.476,184109
32,10/12/2010,36.62,2.728,190.974,9.137,203007
3,10/12/2010,51.13,2.843,214.769,7.564,37392
12,10/12/2010,50.01,3.203,126.793,14.313,112238
34,10/12/2010,41.93,2.86,126.793,10.21,158114
26,10/12/2010,16.6,3.132,132.676,8.149,152513
22,10/12/2010,28.43,3.132,136.526,8.572,119557
23,10/12/2010,20.12,3.132,132.676,5.287,114533
9,10/12/2010,46.1,2.843,214.998,6.56,125833
5,10/12/2010,48.27,2.843,212.019,6.768,34875
1,10/12/2010,46.33,2.843,211.466,7.838,151315
42,10/12/2010,60.51,3.091,126.793,9.003,39690
21,10/12/2010,46.35,2.843,211.125,8.163,140167
27,10/12/2010,30.83,3.255,136.526,8.021,204184
6,10/12/2010,48.46,2.843,212.98,7.007,202505
28,10/12/2010,50.01,3.203,126.793,14.313,206302
45,10/12/2010,30.54,3.109,182.552,8.724,118221
37,10/12/2010,51.83,2.843,210.237,8.476,39910
43,10/12/2010,52.52,2.843,203.448,10.21,41062
11,10/12/2010,53.33,2.843,214.769,7.564,207499
4,10/12/2010,42.4,2.86,126.793,7.127,205863
38,10/12/2010,50.01,3.203,126.793,14.313,39690
10,10/12/2010,60.51,3.091,126.793,9.003,126512
24,10/12/2010,27.11,3.255,132.676,8.275,203819
25,10/12/2010,22.65,3.109,204.688,7.484,128107
42,10/15/2010,75.48,3.08,126.327,9.003,39690
4,10/15/2010,62.03,2.732,126.327,7.127,205863
19,10/15/2010,51.32,2.999,132.763,8.067,203819
38,10/15/2010,75.0,2.976,126.327,14.313,39690
6,10/15/2010,68.93,2.72,213.334,7.007,202505
32,10/15/2010,52.96,2.762,190.862,9.137,203007
1,10/15/2010,67.18,2.72,211.814,7.838,151315
23,10/15/2010,45.55,2.878,132.763,5.287,114533
21,10/15/2010,68.61,2.72,211.471,8.163,140167
12,10/15/2010,75.0,2.976,126.327,14.313,112238
15,10/15/2010,49.96,2.999,132.763,8.067,123737
28,10/15/2010,75.0,2.976,126.327,14.313,206302
40,10/15/2010,44.56,2.878,132.763,5.287,155083
39,10/15/2010,69.96,2.72,210.581,8.476,184109
16,10/15/2010,45.0,2.762,190.862,6.986,57197
11,10/15/2010,71.46,2.72,215.129,7.564,207499
2,10/15/2010,65.8,2.72,211.471,8.163,202307
33,10/15/2010,80.49,3.08,126.327,9.265,39690
43,10/15/2010,68.78,2.72,203.73,10.21,41062
9,10/15/2010,67.36,2.72,215.359,6.56,125833
35,10/15/2010,58.38,2.868,136.64,8.763,103681
26,10/15/2010,39.93,2.878,132.763,8.149,152513
10,10/15/2010,75.48,3.08,126.327,9.003,126512
30,10/15/2010,68.61,2.72,211.471,8.163,42988
18,10/15/2010,52.02,2.878,132.763,9.331,120653
13,10/15/2010,54.12,2.845,126.327,7.795,219622
37,10/15/2010,71.57,2.72,210.581,8.476,39910
27,10/15/2010,58.38,2.999,136.64,8.021,204184
34,10/15/2010,59.57,2.732,126.327,10.21,158114
17,10/15/2010,47.35,2.845,126.327,6.885,93188
20,10/15/2010,59.17,2.868,205.014,7.484,203742
5,10/15/2010,68.11,2.72,212.369,6.768,34875
7,10/15/2010,35.86,2.762,190.862,9.137,70713
31,10/15/2010,68.61,2.72,211.471,8.163,203750
25,10/15/2010,54.09,2.868,205.014,7.484,128107
14,10/15/2010,58.61,2.868,182.811,8.724,200898
45,10/15/2010,58.61,2.868,182.811,8.724,118221
3,10/15/2010,69.71,2.72,215.129,7.564,37392
36,10/15/2010,71.57,2.705,210.581,8.476,39910
24,10/15/2010,52.83,2.999,132.763,8.275,203819
22,10/15/2010,55.23,2.878,136.64,8.572,119557
44,10/15/2010,54.12,2.845,126.327,7.61,39910
8,10/15/2010,62.59,2.72,215.176,6.433,155078
41,10/15/2010,49.91,2.762,190.862,7.508,196321
29,10/15/2010,55.23,2.878,132.763,10.524,93638
30,10/22/2010,70.72,2.725,211.519,8.163,42988
11,10/22/2010,72.6,2.725,215.178,7.564,207499
27,10/22/2010,52.82,3.049,136.689,8.021,204184
3,10/22/2010,71.64,2.725,215.178,7.564,37392
25,10/22/2010,46.73,2.917,205.063,7.484,128107
23,10/22/2010,43.19,2.919,132.817,5.287,114533
35,10/22/2010,52.82,2.917,136.689,8.763,103681
33,10/22/2010,74.2,3.014,126.382,9.265,39690
31,10/22/2010,70.72,2.725,211.519,8.163,203750
2,10/22/2010,68.5,2.725,211.519,8.163,202307
9,10/22/2010,69.99,2.725,215.408,6.56,125833
26,10/22/2010,36.13,2.919,132.817,8.149,152513
5,10/22/2010,70.96,2.725,212.417,6.768,34875
13,10/22/2010,56.89,2.849,126.382,7.795,219622
20,10/22/2010,50.52,2.917,205.063,7.484,203742
43,10/22/2010,69.46,2.725,203.777,10.21,41062
8,10/22/2010,62.86,2.725,215.225,6.433,155078
44,10/22/2010,56.89,2.849,126.382,7.61,39910
10,10/22/2010,68.12,3.014,126.382,9.003,126512
34,10/22/2010,58.11,2.736,126.382,10.21,158114
17,10/22/2010,47.95,2.849,126.382,6.885,93188
14,10/22/2010,53.15,2.917,182.856,8.724,200898
19,10/22/2010,48.45,3.049,132.817,8.067,203819
40,10/22/2010,41.25,2.919,132.817,5.287,155083
18,10/22/2010,47.12,2.919,132.817,9.331,120653
6,10/22/2010,70.97,2.725,213.382,7.007,202505
45,10/22/2010,53.15,2.917,182.856,8.724,118221
37,10/22/2010,72.24,2.725,210.627,8.476,39910
24,10/22/2010,48.69,3.049,132.817,8.275,203819
21,10/22/2010,70.72,2.725,211.519,8.163,140167
32,10/22/2010,52.3,2.762,190.907,9.137,203007
4,10/22/2010,64.17,2.736,126.382,7.127,205863
22,10/22/2010,50.24,2.919,136.689,8.572,119557
38,10/22/2010,68.85,3.014,126.382,14.313,39690
36,10/22/2010,72.24,2.698,210.627,8.476,39910
1,10/22/2010,69.86,2.725,211.861,7.838,151315
16,10/22/2010,45.85,2.762,190.907,6.986,57197
42,10/22/2010,68.12,3.014,126.382,9.003,39690
41,10/22/2010,48.09,2.762,190.907,7.508,196321
15,10/22/2010,47.1,3.049,132.817,8.067,123737
28,10/22/2010,68.85,3.014,126.382,14.313,206302
39,10/22/2010,71.73,2.725,210.627,8.476,184109
29,10/22/2010,50.24,2.919,132.817,10.524,93638
7,10/22/2010,36.84,2.762,190.907,9.137,70713
12,10/22/2010,68.85,3.014,126.382,14.313,112238
7,10/29/2010,34.78,2.748,190.952,9.137,70713
18,10/29/2010,55.85,2.938,132.871,9.331,120653
23,10/29/2010,48.68,2.938,132.871,5.287,114533
31,10/29/2010,67.51,2.716,211.566,8.163,203750
22,10/29/2010,57.73,2.938,136.738,8.572,119557
13,10/29/2010,45.12,2.841,126.436,7.795,219622
16,10/29/2010,35.76,2.748,190.952,6.986,57197
32,10/29/2010,45.45,2.748,190.952,9.137,203007
