ID,Store,Date,Temperature_Fahrenheit,Fuel_Price_USD,Consumer_Price_Index_CPI,Unemployment_percentage,Size_Sqft
11/26/201012,12,11/26/2010,47.66,3.162,126.669,14.313,112238
11/26/20101,1,11/26/2010,64.52,2.735,211.748,7.838,151315
11/26/201031,31,11/26/2010,62.96,2.735,211.406,8.163,203750
11/26/201027,27,11/26/2010,46.67,3.186,136.69,8.021,204184
11/26/201021,21,11/26/2010,62.96,2.735,211.406,8.163,140167
11/26/201034,34,11/26/2010,41.13,2.752,126.669,10.21,158114
11/26/20108,8,11/26/2010,51.07,2.735,215.108,6.433,155078
11/26/20103,3,11/26/2010,68.71,2.735,215.061,7.564,37392
11/26/201045,45,11/26/2010,46.15,3.039,182.783,8.724,118221
11/26/201035,35,11/26/2010,46.67,3.039,136.69,8.763,103681
11/26/201017,17,11/26/2010,19.03,2.83,126.669,6.885,93188
11/26/201022,22,11/26/2010,44.61,3.07,136.69,8.572,119557
11/26/201036,36,11/26/2010,67.73,2.725,210.515,8.476,39910
11/26/201038,38,11/26/2010,47.66,3.162,126.669,14.313,39690
11/26/201016,16,11/26/2010,23.46,2.742,191.012,6.986,57197
11/26/201037,37,11/26/2010,67.73,2.735,210.515,8.476,39910
11/26/201026,26,11/26/2010,28.11,3.07,132.837,8.149,152513
11/26/201028,28,11/26/2010,47.66,3.162,126.669,14.313,206302
11/26/201014,14,11/26/2010,46.15,3.039,182.783,8.724,200898
11/26/201023,23,11/26/2010,34.95,3.07,132.837,5.287,114533
11/26/201044,44,11/26/2010,28.22,2.83,126.669,7.61,39910
11/26/20106,6,11/26/2010,65.79,2.735,213.267,7.007,202505
11/26/20105,5,11/26/2010,66.15,2.735,212.303,6.768,34875
11/26/201025,25,11/26/2010,43.43,3.039,204.962,7.484,128107
11/26/201013,13,11/26/2010,28.22,2.83,126.669,7.795,219622
11/26/201041,41,11/26/2010,25.3,2.742,191.012,7.508,196321
11/26/201018,18,11/26/2010,40.81,3.07,132.837,9.331,120653
11/26/201010,10,11/26/2010,55.33,3.162,126.669,9.003,126512
11/26/201030,30,11/26/2010,62.96,2.735,211.406,8.163,42988
11/26/201032,32,11/26/2010,29.97,2.742,191.012,9.137,203007
12/02/201013,13,12/02/2010,33.16,2.671,126.496,8.316,219622
12/02/201018,18,12/02/2010,26.41,2.771,131.587,9.202,120653
12/02/20109,9,12/02/2010,37.08,2.548,214.806,6.415,125833
12/02/201040,40,12/02/2010,20.84,2.771,131.587,5.892,155083
12/02/201044,44,12/02/2010,33.16,2.671,126.496,8.119,39910
12/02/201045,45,12/02/2010,27.73,2.773,181.982,8.992,118221
12/02/201030,30,12/02/2010,37.77,2.548,210.898,8.324,42988
12/02/201022,22,12/02/2010,28.14,2.771,135.411,8.283,119557
12/02/201036,36,12/02/2010,46.11,2.539,209.997,8.554,39910
12/02/20101,1,12/02/2010,38.51,2.548,211.242,8.106,151315
12/02/201021,21,12/02/2010,37.77,2.548,210.898,8.324,140167
12/02/201026,26,12/02/2010,18.14,2.771,131.587,8.488,152513
12/02/201039,39,12/02/2010,44.58,2.548,209.997,8.554,184109
12/02/201024,24,12/02/2010,25.94,2.94,131.587,8.326,203819
12/02/20108,8,12/02/2010,33.34,2.548,214.621,6.299,155078
12/02/201043,43,12/02/2010,47.99,2.548,203.201,9.521,41062
12/02/20103,3,12/02/2010,47.93,2.548,214.575,7.368,37392
12/02/201025,25,12/02/2010,19.64,2.773,204.386,8.187,128107
12/02/201014,14,12/02/2010,27.73,2.773,181.982,8.992,200898
12/02/20104,4,12/02/2010,28.84,2.573,126.496,8.623,205863
12/02/201027,27,12/02/2010,29.81,2.94,135.411,8.237,204184
12/02/201010,10,12/02/2010,49.96,2.828,126.496,9.765,126512
12/02/201011,11,12/02/2010,48.01,2.548,214.575,7.368,207499
12/02/201037,37,12/02/2010,46.11,2.548,209.997,8.554,39910
12/02/201029,29,12/02/2010,28.14,2.771,131.587,10.064,93638
12/02/20105,5,12/02/2010,39.81,2.548,211.8,6.566,34875
12/02/201028,28,12/02/2010,47.87,2.946,126.496,13.975,206302
12/02/201033,33,12/02/2010,55.47,2.828,126.496,10.115,39690
12/02/201019,19,12/02/2010,23.22,2.94,131.587,8.35,203819
12/02/201038,38,12/02/2010,47.87,2.946,126.496,13.975,39690
12/02/201032,32,12/02/2010,28.09,2.572,189.464,9.014,203007
12/02/201017,17,12/02/2010,18.36,2.671,126.496,6.548,93188
12/02/201020,20,12/02/2010,22.12,2.773,204.386,8.187,203742
12/02/201042,42,12/02/2010,49.96,2.828,126.496,9.765,39690
12/02/201041,41,12/02/2010,23.04,2.572,189.464,7.541,196321
12/02/20102,2,12/02/2010,38.49,2.548,210.898,8.324,202307
12/02/20107,7,12/02/2010,25.9,2.572,189.464,9.014,70713
12/02/201016,16,12/02/2010,20.87,2.572,189.464,7.039,57197
12/02/201015,15,12/02/2010,22.0,2.94,131.587,8.35,123737
12/02/201035,35,12/02/2010,29.81,2.773,135.411,9.262,103681
12/02/201023,23,12/02/2010,18.75,2.771,131.587,5.892,114533
12/02/201012,12,12/02/2010,47.87,2.946,126.496,13.975,112238
12/02/201034,34,12/02/2010,36.13,2.573,126.496,9.521,158114
12/02/20106,6,12/02/2010,40.57,2.548,212.77,7.259,202505
12/02/201031,31,12/02/2010,37.77,2.548,210.898,8.324,203750
12/03/201025,25,12/03/2010,40.05,2.818,204.525,8.187,128107
12/03/201012,12,12/03/2010,50.11,2.925,126.604,13.975,112238
12/03/20108,8,12/03/2010,49.76,2.667,214.749,6.299,155078
12/03/20101,1,12/03/2010,57.79,2.667,211.381,8.106,151315
12/03/201020,20,12/03/2010,43.82,2.818,204.525,8.187,203742
12/03/201037,37,12/03/2010,61.96,2.667,210.141,8.554,39910
12/03/201034,34,12/03/2010,42.26,2.704,126.604,9.521,158114
12/03/201029,29,12/03/2010,43.43,2.805,131.784,10.064,93638
12/03/20102,2,12/03/2010,57.56,2.667,211.038,8.324,202307
12/03/201021,21,12/03/2010,57.1,2.667,211.038,8.324,140167
12/03/201015,15,12/03/2010,41.39,2.938,131.784,8.35,123737
12/03/201041,41,12/03/2010,33.4,2.684,189.737,7.541,196321
12/03/201014,14,12/03/2010,45.8,2.818,182.163,8.992,200898
12/03/201019,19,12/03/2010,39.06,2.938,131.784,8.35,203819
12/03/201028,28,12/03/2010,50.11,2.925,126.604,13.975,206302
12/03/201011,11,12/03/2010,64.1,2.667,214.703,7.368,207499
12/03/201033,33,12/03/2010,55.61,3.034,126.604,10.115,39690
12/03/201038,38,12/03/2010,50.11,2.925,126.604,13.975,39690
12/03/20105,5,12/03/2010,58.5,2.667,211.937,6.566,34875
12/03/201016,16,12/03/2010,28.64,2.684,189.737,7.039,57197
12/03/201042,42,12/03/2010,52.33,3.034,126.604,9.765,39690
12/03/201031,31,12/03/2010,57.1,2.667,211.038,8.324,203750
12/03/201040,40,12/03/2010,35.1,2.805,131.784,5.892,155083
12/03/201045,45,12/03/2010,45.8,2.818,182.163,8.992,118221
12/03/201044,44,12/03/2010,37.62,2.733,126.604,8.119,39910
12/03/201018,18,12/03/2010,42.39,2.805,131.784,9.202,120653
12/03/201036,36,12/03/2010,61.96,2.619,210.141,8.554,39910
12/03/20109,9,12/03/2010,55.76,2.667,214.933,6.415,125833
12/03/20104,4,12/03/2010,49.63,2.704,126.604,8.623,205863
12/03/201039,39,12/03/2010,61.88,2.667,210.141,8.554,184109
12/03/20107,7,12/03/2010,27.25,2.684,189.737,9.014,70713
12/03/20106,6,12/03/2010,58.82,2.667,212.904,7.259,202505
12/03/201043,43,12/03/2010,53.67,2.667,203.344,9.521,41062
12/03/20103,3,12/03/2010,63.08,2.667,214.703,7.368,37392
12/03/201030,30,12/03/2010,57.1,2.667,211.038,8.324,42988
12/03/201024,24,12/03/2010,42.31,2.938,131.784,8.326,203819
12/03/201013,13,12/03/2010,37.62,2.733,126.604,8.316,219622
12/03/201026,26,12/03/2010,31.1,2.805,131.784,8.488,152513
12/03/201032,32,12/03/2010,39.88,2.684,189.737,9.014,203007
12/03/201027,27,12/03/2010,45.98,2.938,135.627,8.237,204184
12/03/201023,23,12/03/2010,36.07,2.805,131.784,5.892,114533
12/03/201035,35,12/03/2010,45.98,2.818,135.627,9.262,103681
12/03/201017,17,12/03/2010,29.71,2.733,126.604,6.548,93188
12/03/201010,10,12/03/2010,52.33,3.034,126.604,9.765,126512
12/03/201022,22,12/03/2010,43.43,2.805,135.627,8.283,119557
12/11/201022,22,12/11/2010,44.42,2.961,136.835,8.572,119557
12/11/201042,42,12/11/2010,61.24,3.13,126.546,9.003,39690
12/11/201031,31,12/11/2010,60.95,2.728,211.661,8.163,203750
12/11/201034,34,12/11/2010,47.2,2.741,126.546,10.21,158114
12/11/20105,5,12/11/2010,62.37,2.728,212.56,6.768,34875
12/11/201017,17,12/11/2010,36.32,2.831,126.546,6.885,93188
12/11/201020,20,12/11/2010,42.38,2.931,205.21,7.484,203742
12/11/201026,26,12/11/2010,37.51,2.961,132.978,8.149,152513
12/11/201023,23,12/11/2010,35.59,2.961,132.978,5.287,114533
12/11/20106,6,12/11/2010,62.11,2.728,213.527,7.007,202505
12/11/201021,21,12/11/2010,60.95,2.728,211.661,8.163,140167
12/11/20101,1,12/11/2010,59.61,2.728,212.004,7.838,151315
12/11/201045,45,12/11/2010,46.14,2.931,182.992,8.724,118221
12/11/201019,19,12/11/2010,40.3,3.065,132.978,8.067,203819
12/11/201015,15,12/11/2010,39.63,3.065,132.978,8.067,123737
12/11/201040,40,12/11/2010,38.5,2.961,132.978,5.287,155083
12/11/201029,29,12/11/2010,44.42,2.961,132.978,10.524,93638
12/11/201033,33,12/11/2010,65.21,3.13,126.546,9.265,39690
12/11/201027,27,12/11/2010,45.9,3.065,136.835,8.021,204184
12/11/20102,2,12/11/2010,59.69,2.728,211.661,8.163,202307
12/11/201024,24,12/11/2010,41.76,3.065,132.978,8.275,203819
12/11/201030,30,12/11/2010,60.95,2.728,211.661,8.163,42988
12/11/201041,41,12/11/2010,38.99,2.737,191.041,7.508,196321
12/11/201044,44,12/11/2010,42.55,2.831,126.546,7.61,39910
12/11/201018,18,12/11/2010,43.17,2.961,132.978,9.331,120653
12/11/201025,25,12/11/2010,40.68,2.931,205.21,7.484,128107
12/11/201016,16,12/11/2010,34.04,2.737,191.041,6.986,57197
12/11/201028,28,12/11/2010,57.79,3.13,126.546,14.313,206302
12/11/201032,32,12/11/2010,42.3,2.737,191.041,9.137,203007
12/11/20107,7,12/11/2010,22.12,2.737,191.041,9.137,70713
12/11/201035,35,12/11/2010,45.9,2.931,136.835,8.763,103681
12/11/201011,11,12/11/2010,63.74,2.728,215.326,7.564,207499
12/11/201013,13,12/11/2010,42.55,2.831,126.546,7.795,219622
12/11/201010,10,12/11/2010,61.24,3.13,126.546,9.003,126512
12/11/20104,4,12/11/2010,52.65,2.741,126.546,7.127,205863
12/11/20109,9,12/11/2010,61.59,2.728,215.556,6.56,125833
12/11/201037,37,12/11/2010,61.97,2.728,210.767,8.476,39910
12/11/201014,14,12/11/2010,46.14,2.931,182.992,8.724,200898
12/11/201043,43,12/11/2010,59.98,2.728,203.919,10.21,41062
12/11/201012,12,12/11/2010,57.79,3.13,126.546,14.313,112238
12/11/201038,38,12/11/2010,57.79,3.13,126.546,14.313,39690
12/11/201039,39,12/11/2010,62.21,2.728,210.767,8.476,184109
12/11/20103,3,12/11/2010,62.79,2.728,215.326,7.564,37392
12/11/20108,8,12/11/2010,54.89,2.728,215.372,6.433,155078
12/11/201036,36,12/11/2010,61.97,2.705,210.767,8.476,39910
12/17/201039,39,12/17/2010,55.31,2.869,210.179,8.476,184109
12/17/201036,36,12/17/2010,56.73,2.852,210.179,8.476,39910
12/17/201014,14,12/17/2010,30.51,3.14,182.518,8.724,200898
12/17/201010,10,12/17/2010,59.15,3.125,126.879,9.003,126512
12/17/201015,15,12/17/2010,25.3,3.301,132.68,8.067,123737
12/17/201029,29,12/17/2010,30.46,3.139,132.68,10.524,93638
12/17/201041,41,12/17/2010,31.51,2.778,191.03,7.508,196321
12/17/20106,6,12/17/2010,52.24,2.869,212.918,7.007,202505
12/17/201024,24,12/17/2010,27.99,3.301,132.68,8.275,203819
12/17/201011,11,12/17/2010,54.63,2.869,214.705,7.564,207499
12/17/201020,20,12/17/2010,24.07,3.14,204.632,7.484,203742
12/17/20109,9,12/17/2010,49.7,2.869,214.933,6.56,125833
12/17/201017,17,12/17/2010,25.13,2.842,126.879,6.885,93188
12/17/201035,35,12/17/2010,31.62,3.14,136.529,8.763,103681
12/17/20101,1,12/17/2010,49.84,2.869,211.405,7.838,151315
12/17/201021,21,12/17/2010,48.63,2.869,211.065,8.163,140167
12/17/201038,38,12/17/2010,52.77,3.236,126.879,14.313,39690
12/17/201045,45,12/17/2010,30.51,3.14,182.518,8.724,118221
12/17/20107,7,12/17/2010,20.74,2.778,191.03,9.137,70713
12/17/201028,28,12/17/2010,52.77,3.236,126.879,14.313,206302
12/17/201013,13,12/17/2010,35.21,2.842,126.879,7.795,219622
12/17/20104,4,12/17/2010,46.57,2.884,126.879,7.127,205863
12/17/201032,32,12/17/2010,36.07,2.778,191.03,9.137,203007
12/17/201042,42,12/17/2010,59.15,3.125,126.879,9.003,39690
12/17/201040,40,12/17/2010,23.01,3.139,132.68,5.287,155083
12/17/201023,23,12/17/2010,23.05,3.139,132.68,5.287,114533
12/17/201018,18,12/17/2010,27.4,3.139,132.68,9.331,120653
12/17/201034,34,12/17/2010,42.64,2.884,126.879,10.21,158114
12/17/20105,5,12/17/2010,51.61,2.869,211.958,6.768,34875
12/17/20108,8,12/17/2010,45.03,2.869,214.751,6.433,155078
12/17/201027,27,12/17/2010,31.62,3.301,136.529,8.021,204184
12/17/201033,33,12/17/2010,61.12,3.125,126.879,9.265,39690
12/17/201030,30,12/17/2010,48.63,2.869,211.065,8.163,42988
12/17/201044,44,12/17/2010,35.21,2.842,126.879,7.61,39910
12/17/201025,25,12/17/2010,21.6,3.14,204.632,7.484,128107
12/17/201022,22,12/17/2010,30.46,3.139,136.529,8.572,119557
12/17/201037,37,12/17/2010,56.73,2.869,210.179,8.476,39910
12/17/20102,2,12/17/2010,47.55,2.869,211.065,8.163,202307
12/17/201012,12,12/17/2010,52.77,3.236,126.879,14.313,112238
12/17/201031,31,12/17/2010,48.63,2.869,211.065,8.163,203750
12/17/201016,16,12/17/2010,26.01,2.778,191.03,6.986,57197
12/17/201026,26,12/17/2010,20.61,3.139,132.68,8.149,152513
12/17/201043,43,12/17/2010,56.51,2.869,203.4,10.21,41062
12/17/20103,3,12/17/2010,52.2,2.869,214.705,7.564,37392
12/17/201019,19,12/17/2010,26.83,3.301,132.68,8.067,203819
12/24/201037,37,12/24/2010,59.1,2.886,210.181,8.476,39910
12/24/201032,32,12/24/2010,30.72,2.781,191.143,9.137,203007
12/24/201028,28,12/24/2010,52.02,3.236,126.984,14.313,206302
12/24/201023,23,12/24/2010,22.96,3.15,132.748,5.287,114533
12/24/201011,11,12/24/2010,59.33,2.886,214.702,7.564,207499
12/24/201010,10,12/24/2010,57.06,3.236,126.984,9.003,126512
12/24/201045,45,12/24/2010,30.59,3.141,182.545,8.724,118221
12/24/201040,40,12/24/2010,24.18,3.15,132.748,5.287,155083
12/24/20108,8,12/24/2010,45.67,2.886,214.748,6.433,155078
12/24/201015,15,12/24/2010,25.07,3.309,132.748,8.067,123737
12/24/201016,16,12/24/2010,32.46,2.781,191.143,6.986,57197
12/24/201043,43,12/24/2010,57.15,2.886,203.409,10.21,41062
12/24/201027,27,12/24/2010,31.34,3.309,136.597,8.021,204184
12/24/201013,13,12/24/2010,34.9,2.846,126.984,7.795,219622
12/24/20101,1,12/24/2010,52.33,2.886,211.405,7.838,151315
12/24/201033,33,12/24/2010,60.43,3.236,126.984,9.265,39690
12/24/201026,26,12/24/2010,21.81,3.15,132.748,8.149,152513
12/24/201021,21,12/24/2010,51.29,2.886,211.065,8.163,140167
12/24/201044,44,12/24/2010,34.9,2.846,126.984,7.61,39910
12/24/201042,42,12/24/2010,57.06,3.236,126.984,9.003,39690
12/24/201022,22,12/24/2010,29.76,3.15,136.597,8.572,119557
12/24/20104,4,12/24/2010,43.21,2.887,126.984,7.127,205863
12/24/20109,9,12/24/2010,50.93,2.886,214.93,6.56,125833
12/24/201034,34,12/24/2010,42.74,2.887,126.984,10.21,158114
12/24/201031,31,12/24/2010,51.29,2.886,211.065,8.163,203750
12/24/201039,39,12/24/2010,58.86,2.886,210.181,8.476,184109
12/24/201041,41,12/24/2010,29.81,2.781,191.143,7.508,196321
12/24/201038,38,12/24/2010,52.02,3.236,126.984,14.313,39690
12/24/20102,2,12/24/2010,49.97,2.886,211.065,8.163,202307
12/24/201035,35,12/24/2010,31.34,3.141,136.597,8.763,103681
12/24/201019,19,12/24/2010,26.05,3.309,132.748,8.067,203819
12/24/201024,24,12/24/2010,27.74,3.309,132.748,8.275,203819
12/24/201030,30,12/24/2010,51.29,2.886,211.065,8.163,42988
12/24/201017,17,12/24/2010,26.58,2.846,126.984,6.885,93188
12/24/201036,36,12/24/2010,59.1,2.863,210.181,8.476,39910
12/24/201020,20,12/24/2010,25.17,3.141,204.638,7.484,203742
12/24/201012,12,12/24/2010,52.02,3.236,126.984,14.313,112238
12/24/20105,5,12/24/2010,55.01,2.886,211.957,6.768,34875
12/24/20106,6,12/24/2010,55.07,2.886,212.917,7.007,202505
12/24/20107,7,12/24/2010,26.04,2.781,191.143,9.137,70713
12/24/201029,29,12/24/2010,29.76,3.15,132.748,10.524,93638
12/24/201018,18,12/24/2010,28.16,3.15,132.748,9.331,120653
12/24/20103,3,12/24/2010,57.16,2.886,214.702,7.564,37392
12/24/201014,14,12/24/2010,30.59,3.141,182.545,8.724,200898
12/24/201025,25,12/24/2010,22.94,3.141,204.638,7.484,128107
12/31/20103,3,12/31/2010,53.2,2.943,214.699,7.564,37392
12/31/201035,35,12/31/2010,29.59,3.179,136.665,8.763,103681
12/31/201031,31,12/31/2010,47.19,2.943,211.065,8.163,203750
12/31/201042,42,12/31/2010,49.67,3.148,127.088,9.003,39690
12/31/201043,43,12/31/2010,48.61,2.943,203.418,10.21,41062
12/31/201026,26,12/31/2010,18.73,3.177,132.815,8.149,152513
12/31/201019,19,12/31/2010,28.65,3.336,132.815,8.067,203819
12/31/201037,37,12/31/2010,52.88,2.943,210.182,8.476,39910
12/31/201025,25,12/31/2010,25.89,3.179,204.643,7.484,128107
12/31/201012,12,12/31/2010,45.64,3.148,127.088,14.313,112238
12/31/201022,22,12/31/2010,28.49,3.177,136.665,8.572,119557
12/31/201044,44,12/31/2010,26.79,2.868,127.088,7.61,39910
12/31/20102,2,12/31/2010,47.3,2.943,211.065,8.163,202307
12/31/201033,33,12/31/2010,52.91,3.148,127.088,9.265,39690
12/31/201027,27,12/31/2010,29.59,3.336,136.665,8.021,204184
12/31/201030,30,12/31/2010,47.19,2.943,211.065,8.163,42988
12/31/20105,5,12/31/2010,49.79,2.943,211.957,6.768,34875
12/31/201034,34,12/31/2010,34.11,2.955,127.088,10.21,158114
12/31/201040,40,12/31/2010,19.29,3.177,132.815,5.287,155083
12/31/201023,23,12/31/2010,19.05,3.177,132.815,5.287,114533
12/31/201018,18,12/31/2010,26.1,3.177,132.815,9.331,120653
12/31/201016,16,12/31/2010,19.66,2.829,191.256,6.986,57197
12/31/201032,32,12/31/2010,27.7,2.829,191.256,9.137,203007
12/31/201039,39,12/31/2010,52.45,2.943,210.182,8.476,184109
12/31/20101,1,12/31/2010,48.43,2.943,211.405,7.838,151315
12/31/201028,28,12/31/2010,45.64,3.148,127.088,14.313,206302
12/31/20107,7,12/31/2010,13.76,2.829,191.256,9.137,70713
12/31/20106,6,12/31/2010,49.14,2.943,212.915,7.007,202505
12/31/201045,45,12/31/2010,29.67,3.179,182.571,8.724,118221
12/31/20109,9,12/31/2010,45.92,2.943,214.927,6.56,125833
12/31/201038,38,12/31/2010,45.64,3.148,127.088,14.313,39690
12/31/201017,17,12/31/2010,20.79,2.868,127.088,6.885,93188
12/31/201010,10,12/31/2010,49.67,3.148,127.088,9.003,126512
12/31/201020,20,12/31/2010,28.85,3.179,204.643,7.484,203742
12/31/201021,21,12/31/2010,47.19,2.943,211.065,8.163,140167
12/31/201041,41,12/31/2010,25.19,2.829,191.256,7.508,196321
12/31/20104,4,12/31/2010,38.09,2.955,127.088,7.127,205863
12/31/20108,8,12/31/2010,41.47,2.943,214.745,6.433,155078
12/31/201014,14,12/31/2010,29.67,3.179,182.571,8.724,200898
12/31/201011,11,12/31/2010,55.03,2.943,214.699,7.564,207499
12/31/201013,13,12/31/2010,26.79,2.868,127.088,7.795,219622
12/31/201036,36,12/31/2010,52.88,2.949,210.182,8.476,39910
12/31/201024,24,12/31/2010,25.9,3.336,132.815,8.275,203819
12/31/201029,29,12/31/2010,28.49,3.177,132.815,10.524,93638
12/31/201015,15,12/31/2010,26.54,3.336,132.815,8.067,123737
01/04/20112,2,01/04/2011,55.43,3.524,214.489,7.931,202307
01/04/201143,43,01/04/2011,67.79,3.524,206.673,10.581,41062
01/04/201130,30,01/04/2011,56.36,3.524,214.489,7.931,42988
01/04/201110,10,01/04/2011,67.64,3.772,128.72,8.494,126512
01/04/201144,44,01/04/2011,42.49,3.487,128.72,6.906,39910
01/04/20111,1,01/04/2011,59.17,3.524,214.837,7.682,151315
01/04/201129,29,01/04/2011,36.04,3.638,134.068,9.966,93638
01/04/20116,6,01/04/2011,62.25,3.524,216.384,6.855,202505
01/04/201111,11,01/04/2011,69.1,3.524,218.211,7.574,207499
01/04/201128,28,01/04/2011,63.63,3.772,128.72,13.736,206302
01/04/201132,32,01/04/2011,44.83,3.461,192.269,8.595,203007
01/04/201140,40,01/04/2011,28.6,3.638,134.068,4.781,155083
01/04/201139,39,01/04/2011,66.57,3.524,213.578,8.3,184109
01/04/201121,21,01/04/2011,56.36,3.524,214.489,7.931,140167
01/04/201142,42,01/04/2011,67.64,3.772,128.72,8.494,39690
01/04/201135,35,01/04/2011,37.27,3.638,137.956,8.512,103681
01/04/201145,45,01/04/2011,37.27,3.638,185.179,8.521,118221
01/04/201119,19,01/04/2011,30.68,3.811,134.068,7.658,203819
01/04/201127,27,01/04/2011,37.27,3.811,137.956,7.725,204184
01/04/201116,16,01/04/2011,35.75,3.461,192.269,6.339,57197
01/04/201136,36,01/04/2011,67.31,3.529,213.578,8.3,39910
01/04/201117,17,01/04/2011,39.38,3.487,128.72,6.774,93188
01/04/20118,8,01/04/2011,49.86,3.524,218.259,6.297,155078
01/04/20114,4,01/04/2011,56.99,3.521,128.72,5.946,205863
01/04/201113,13,01/04/2011,42.49,3.487,128.72,7.193,219622
01/04/201141,41,01/04/2011,38.16,3.461,192.269,6.934,196321
01/04/201137,37,01/04/2011,67.31,3.524,213.578,8.3,39910
01/04/201112,12,01/04/2011,63.63,3.772,128.72,13.736,112238
01/04/201120,20,01/04/2011,32.43,3.638,207.882,7.287,203742
01/04/201122,22,01/04/2011,36.04,3.638,137.956,8.252,119557
01/04/20117,7,01/04/2011,24.83,3.461,192.269,8.595,70713
01/04/201131,31,01/04/2011,56.36,3.524,214.489,7.931,203750
01/04/201118,18,01/04/2011,35.06,3.638,134.068,8.975,120653
01/04/201124,24,01/04/2011,35.73,3.811,134.068,8.212,203819
01/04/201114,14,01/04/2011,37.27,3.638,185.179,8.521,200898
01/04/201125,25,01/04/2011,28.5,3.638,207.882,7.287,128107
01/04/20115,5,01/04/2011,61.5,3.524,215.402,6.489,34875
01/04/201138,38,01/04/2011,63.63,3.772,128.72,13.736,39690
01/04/201134,34,01/04/2011,55.46,3.521,128.72,10.581,158114
01/04/201123,23,01/04/2011,29.44,3.638,134.068,4.781,114533
01/04/201126,26,01/04/2011,22.99,3.638,134.068,7.818,152513
01/04/201133,33,01/04/2011,71.41,3.772,128.72,8.687,39690
01/04/20113,3,01/04/2011,68.76,3.524,218.211,7.574,37392
01/04/201115,15,01/04/2011,30.34,3.811,134.068,7.658,123737
01/04/20119,9,01/04/2011,56.12,3.524,218.445,6.38,125833
01/07/201117,17,01/07/2011,67.39,3.613,129.089,6.745,93188
01/07/201120,20,01/07/2011,69.66,3.748,208.335,7.274,203742
01/07/20116,6,01/07/2011,87.0,3.524,216.726,6.925,202505
01/07/201113,13,01/07/2011,74.29,3.613,129.089,6.877,219622
01/07/201143,43,01/07/2011,91.36,3.524,207.029,10.641,41062
01/07/201131,31,01/07/2011,87.57,3.524,214.837,7.852,203750
01/07/201136,36,01/07/2011,85.33,3.502,213.932,8.177,39910
01/07/201133,33,01/07/2011,98.43,3.842,129.089,8.442,39690
01/07/201132,32,01/07/2011,72.86,3.597,193.093,8.622,203007
01/07/20115,5,01/07/2011,85.81,3.524,215.747,6.529,34875
01/07/201122,22,01/07/2011,70.8,3.815,139.364,8.023,119557
01/07/20113,3,01/07/2011,85.1,3.524,218.547,7.567,37392
01/07/20117,7,01/07/2011,58.54,3.597,193.093,8.622,70713
01/07/201137,37,01/07/2011,85.33,3.524,213.932,8.177,39910
01/07/201125,25,01/07/2011,66.61,3.748,208.335,7.274,128107
01/07/201144,44,01/07/2011,74.29,3.613,129.089,6.56,39910
01/07/201111,11,01/07/2011,86.43,3.524,218.547,7.567,207499
01/07/201145,45,01/07/2011,74.04,3.748,185.912,8.625,118221
01/07/201134,34,01/07/2011,81.96,3.504,129.089,10.641,158114
01/07/201121,21,01/07/2011,87.57,3.524,214.837,7.852,140167
01/07/201123,23,01/07/2011,65.65,3.815,135.447,4.584,114533
01/07/201115,15,01/07/2011,67.43,3.916,135.447,7.806,123737
01/07/201116,16,01/07/2011,63.59,3.597,193.093,6.338,57197
01/07/20118,8,01/07/2011,87.26,3.524,218.594,6.425,155078
01/07/201128,28,01/07/2011,89.85,3.842,129.089,13.503,206302
01/07/201127,27,01/07/2011,73.76,3.916,139.364,7.85,204184
01/07/201124,24,01/07/2011,70.27,3.916,135.447,8.358,203819
01/07/20114,4,01/07/2011,84.54,3.504,129.089,5.644,205863
01/07/201119,19,01/07/2011,67.64,3.916,135.447,7.806,203819
01/07/201112,12,01/07/2011,89.85,3.842,129.089,13.503,112238
01/07/201126,26,01/07/2011,59.89,3.815,135.447,7.767,152513
01/07/201130,30,01/07/2011,87.57,3.524,214.837,7.852,42988
01/07/201139,39,01/07/2011,84.93,3.524,213.932,8.177,184109
01/07/201140,40,01/07/2011,65.25,3.815,135.447,4.584,155083
01/07/201110,10,01/07/2011,95.36,3.842,129.089,8.257,126512
01/07/201135,35,01/07/2011,73.76,3.748,139.364,8.684,103681
01/07/201138,38,01/07/2011,89.85,3.842,129.089,13.503,39690
01/07/201129,29,01/07/2011,70.8,3.815,135.447,9.863,93638
01/07/20119,9,01/07/2011,89.14,3.524,218.78,6.404,125833
01/07/20111,1,01/07/2011,85.55,3.524,215.184,7.962,151315
01/07/201142,42,01/07/2011,95.36,3.842,129.089,8.257,39690
01/07/201114,14,01/07/2011,74.04,3.748,185.912,8.625,200898
01/07/201118,18,01/07/2011,69.75,3.815,135.447,8.89,120653
01/07/201141,41,01/07/2011,67.01,3.597,193.093,6.901,196321
01/07/20112,2,01/07/2011,85.69,3.524,214.837,7.852,202307
01/14/201121,21,01/14/2011,34.14,2.983,211.118,8.028,140167
01/14/20114,4,01/14/2011,31.6,2.992,127.301,6.51,205863
01/14/201113,13,01/14/2011,20.6,2.903,127.301,7.47,219622
01/14/201129,29,01/14/2011,24.76,3.215,132.951,10.256,93638
01/14/201132,32,01/14/2011,21.69,2.911,191.478,8.818,203007
01/14/201110,10,01/14/2011,49.98,3.312,127.301,8.744,126512
01/14/20115,5,01/14/2011,37.74,2.983,212.009,6.634,34875
01/14/201130,30,01/14/2011,34.14,2.983,211.118,8.028,42988
